CR560Q03TT,CR560Q08TT,CR565Q02TT,CR565Q05TT,CR455Q02TT,CR544Q10TT,CR544Q13TT,CR551Q01TT,CR551Q09TT,CR551Q11TT,CR551Q05TT,CR551Q08TT
148438,27773,133783,161482,75948,156581,55434,112080,15342,206831,61391,65680
60651,90926,128587,91277,64278,87579,136284,42338,70493,154532,99896,49848
257986,44089,116247,87573,82662,88160,6914,65270,63918,86234,107902,39269
287587,72148,166297,112038,176061,54081,104343,51738,26038,105787,76848,33742
78473,84923,141937,241306,65161,137844,157567,84551,28359,218413,59356,104467
306056,50624,1180,86124,94874,192005,71399,93594,9510,79824,45179,56228
119412,34464,118434,75889,131015,150940,62755,82311,11670,179349,48188,44957
194320,40846,149712,41902,106309,44514,58671,107878,33082,266153,111558,104090
198591,41832,206029,97880,105629,186073,55024,100932,20416,70730,86688,92474
117549,48254,137986,95188,85591,101711,149674,73180,56509,170565,188859,105809
80720,70178,41248,59524,92316,152480,85762,66796,63353,61013,133171,33952
109736,61869,177575,5338,111898,133947,138891,63581,36680,162817,44413,76284
28028,5631,93194,87655,50378,67290,9363,53748,11536,57744,80433,40646
44202,54721,135875,131322,123594,46568,154784,17714,38171,118146,37981,29659
211823,124296,226524,55258,236120,44359,226195,128812,19844,29215,197005,64350
176526,30919,71838,35378,85982,165939,106366,119942,38119,67331,86548,128854
125347,36860,135626,92435,138703,161255,62120,147987,12353,553982,67049,61640
318265,120272,154196,254421,127053,60977,108694,47977,69937,22309,64257,53729
82030,15156,80386,176397,112695,20448,186659,181098,60790,70869,91568,26522
17650,15842,223857,62692,97847,60809,41933,56282,72249,20442,130626,8807
89861,91333,101944,148954,126903,128093,104657,49056,11792,176051,43566,17942
183962,79559,159790,66810,110997,98945,298265,41347,8985,98255,252751,86634
199732,66315,245335,224277,207394,99130,90960,48850,47432,120973,103717,60491
142989,103819,231266,160678,62446,165335,116413,94304,6732,76117,37477,68154
145041,17425,83717,61424,115971,112273,45297,161198,36252,168656,58208,9641
188154,41902,182708,194959,129676,181380,39302,189560,41676,270728,62485,21454
88378,84666,127484,139555,103643,16285,24538,63186,24161,80557,80502,63638
98048,28254,98783,106558,84730,51386,120761,55861,77322,40872,51936,16986
343974,54402,352842,217295,133906,139573,45952,111859,3903,25458,38713,29280
195234,157527,94255,28499,58964,104084,127504,89346,17833,51511,112616,54459
233646,57610,234089,120698,73740,57964,78766,33255,64660,205321,80885,52901
173646,53371,201334,168748,192678,76958,45781,49841,19922,62671,95755,17305
182339,136038,77734,51270,130447,98520,84504,109152,33437,24580,47943,14289
55985,64050,84658,144101,42044,67141,123927,115141,28417,65222,27187,120757
144672,85732,196546,89372,78422,266187,216542,112174,11791,108760,39616,95066
121358,19779,67570,169571,111509,157641,137802,126961,23051,128630,79877,98993
61744,68106,143135,91620,185575,43348,108936,113095,15494,38129,74465,47488
307460,39120,93529,43113,71577,224112,114820,121282,26259,70434,109955,102796
79801,32542,232973,176512,186200,219137,247094,273080,10143,64015,81431,37402
47764,110801,151365,210230,112628,166786,164681,80882,17781,65379,124093,277232
298402,52287,229520,153106,209921,193836,112886,203765,37871,82543,52491,101015
163022,50039,214397,135480,148777,134604,116266,44618,60841,140806,150968,71157
70651,90679,209360,146300,112189,210146,146744,70008,27723,311470,71590,63804
6215,10785,128312,81587,151984,15724,12908,74783,43477,51764,64808,48423
147304,123782,113089,277074,225190,46096,36407,136706,118820,49752,74061,49824
155818,67247,178884,86761,43570,166072,290978,158563,29927,235669,100435,96083
94543,62441,184019,253956,173729,64908,177056,69574,43411,233910,105067,44254
169324,93127,234665,131720,192471,137784,145026,145428,32113,55810,83245,76480
125047,93971,163875,88951,24871,409652,93316,65220,43682,30879,71110,40599
164307,87412,186829,210298,231919,178049,184199,117518,52018,110246,180348,35931
121841,30658,107718,73737,66573,148765,308476,63637,54911,30076,131233,136410
99023,76027,264363,119103,170530,66675,87987,29938,18760,76180,104729,78054
25767,77203,157094,203567,98521,43146,146785,45538,27133,40197,54078,61075
214357,62861,379174,539163,152326,179276,142991,109831,14371,39292,64113,32445
47531,32108,236815,112011,96074,78421,316802,124820,10028,103888,81835,99709
222622,26781,152111,162570,122353,88279,28598,73976,13917,25294,40470,69496
65425,76378,176059,179960,86502,92565,143402,126673,9687,140198,62055,50682
75613,112934,380058,156244,72126,32991,70524,36695,19362,26188,118113,28815
146556,36996,185142,152385,292796,144228,160491,76748,28891,226536,18560,81802
287580,216274,406390,559455,287122,217355,576430,77663,147508,419815,144890,80264
110220,77706,142218,60093,115775,176727,106387,71720,46168,127884,163904,55785
52103,22421,125766,155027,112211,80618,166142,42482,82281,124977,89494,174280
175938,62506,160084,68619,104023,155002,21793,125404,17783,121646,57549,77806
23149,42813,89406,91837,89529,15967,19724,100570,12111,88668,38114,51103
202449,126357,110315,106186,107971,270932,165929,221397,20591,98553,180442,127834
79547,67040,134310,102915,93331,62075,92367,86437,21895,66778,48913,49098
108925,46971,144812,87934,220099,116671,101983,72763,39240,115469,34828,76257
104235,80171,163865,77098,141947,100300,89489,110541,23713,65651,67669,89556
128613,98815,245445,81663,104384,70043,113931,47362,32471,51851,42007,42830
234212,53588,277520,47702,111396,154331,135637,110090,53611,109915,34172,51428
296364,100460,152976,167853,200944,12095,52636,55516,29922,54407,65566,80813
206259,51369,129859,104491,124394,181017,79618,95238,11300,60839,47740,87049
104055,54551,185003,140694,84164,62100,67396,100413,61949,73885,72995,75963
169198,55405,214531,87402,148784,28189,121707,21770,53833,274568,54889,12942
142111,109867,212552,223178,167314,130901,99469,93576,28146,94700,26280,49090
101786,67661,76845,42912,180748,61229,176089,110392,60405,73159,97478,70638
165363,68019,156744,165298,145090,71966,151364,20352,21528,106423,58731,32006
104492,135135,188333,213568,299710,90790,204374,64995,37856,43482,95605,40228
111724,56329,207663,44287,127262,154147,143101,111779,24143,374465,64185,76160
174216,36108,235948,30525,234318,127558,14784,171938,44166,27699,63079,49773
